Temperatura,Horas_Operacion,Carga,Humedad,Consumo_Energia
23.8,7.1,84.2,56.1,29.79
19.3,8.0,71.3,63.6,27.14
31.3,6.0,48.6,48.7,26.86
21.2,3.0,55.0,49.6,17.81
29.0,5.5,70.1,58.6,23.42
22.6,7.7,95.5,79.0,33.54
29.7,10.5,78.4,75.0,33.39
20.1,6.2,48.5,57.5,21.01
28.6,4.4,38.6,76.4,18.33
21.3,10.5,86.7,56.9,31.3
26.6,6.5,69.4,50.0,25.16
32.8,11.1,50.5,72.9,31.22
26.1,6.2,50.1,88.5,20.93
31.1,3.2,92.9,44.2,20.15
20.5,8.0,97.7,89.7,31.84
29.2,9.9,50.1,85.6,30.29
20.6,9.4,68.0,49.1,27.9
31.1,11.4,36.6,70.0,29.53
30.1,3.0,68.6,70.9,23.27
24.8,11.5,71.2,54.1,31.95
26.0,4.2,36.9,42.6,17.4
20.9,7.0,96.7,75.4,28.92
28.8,10.8,82.2,46.9,32.19
33.5,5.3,39.5,86.6,20.0
27.5,5.2,92.4,48.5,25.58
23.4,8.0,49.1,85.3,29.63
25.0,3.1,75.1,78.9,18.11
21.7,11.9,69.6,85.2,34.28
25.5,6.1,52.6,61.2,23.26
26.4,3.4,66.5,89.1,22.96
34.0,10.7,84.3,73.3,38.63
25.3,2.5,97.3,78.3,21.3
32.7,10.8,39.0,62.2,29.8
20.8,4.8,64.5,40.6,19.02
27.3,6.0,98.2,87.3,28.43
28.0,4.8,59.6,68.6,22.8
28.1,2.4,76.5,56.1,16.39
26.5,11.5,72.8,46.5,36.53
31.0,2.9,56.8,57.0,16.1
20.9,2.2,85.1,44.7,21.43
19.2,9.5,31.8,48.5,28.53
20.4,9.3,97.4,56.1,32.5
27.6,5.4,68.6,72.3,24.87
22.2,2.0,35.7,78.9,14.64
30.6,2.2,84.7,44.7,19.77
19.1,3.7,74.1,67.8,21.83
33.5,8.0,31.0,78.7,28.11
34.2,4.5,76.7,67.9,19.77
31.4,4.8,57.3,61.8,20.14
32.9,11.6,32.6,83.1,30.96
24.4,11.0,40.5,85.4,29.43
20.7,3.3,55.2,69.9,21.14
21.4,8.1,97.3,86.4,31.15
26.5,4.5,98.1,81.7,18.69
29.2,2.2,77.7,89.6,21.47
27.7,3.7,92.7,71.1,24.19
19.8,3.0,97.8,85.0,20.54
30.4,10.0,34.5,48.7,29.23
31.4,2.3,71.9,56.4,20.82
18.5,2.4,94.0,86.2,22.93
25.8,8.0,91.6,86.5,32.82
25.4,11.3,69.6,62.0,30.58
19.1,2.1,59.9,61.2,19.76
21.0,9.3,53.9,46.7,26.55
31.9,5.7,85.6,50.6,26.09
27.9,6.4,89.1,88.8,30.1
21.7,5.8,40.3,58.5,20.83
25.8,8.2,53.8,67.2,30.32
32.5,3.3,55.6,54.5,19.45
19.7,3.2,79.3,85.2,17.18
34.2,5.4,51.0,43.3,25.04
20.4,2.9,70.1,64.5,17.54
22.9,10.7,89.5,51.3,38.24
21.1,11.9,46.8,50.6,34.19
26.0,11.6,68.2,79.1,37.07
23.3,7.3,48.8,43.0,27.2
34.8,10.0,77.8,52.3,32.99
18.3,11.7,84.8,64.6,34.57
23.5,9.1,49.7,60.9,25.83
28.1,11.2,44.9,48.9,29.55
23.8,3.6,77.2,57.7,19.92
25.7,11.5,92.1,81.1,33.79
25.2,3.6,54.1,43.2,19.66
19.5,2.6,74.9,53.7,20.62
29.0,11.8,56.5,45.3,32.93
32.2,11.9,47.2,43.0,28.03
27.0,3.1,55.6,68.5,21.91
20.5,6.1,40.3,54.3,19.52
26.2,8.4,44.9,44.9,26.8
18.2,10.5,64.9,75.4,27.15
33.4,5.7,81.4,77.5,25.33
22.1,11.2,35.7,43.9,27.07
33.3,3.4,56.4,78.5,20.44
27.9,2.3,35.9,88.4,17.6
34.7,6.1,84.5,46.2,21.65
32.4,7.3,91.4,75.7,32.51
18.2,11.2,83.4,49.7,36.85
18.3,10.9,79.0,55.3,33.5
30.6,6.3,40.8,80.8,25.22
26.8,10.6,87.3,86.3,29.97
30.8,3.6,96.2,60.7,24.59
28.0,4.1,73.3,48.3,21.14
21.9,7.1,32.6,83.4,22.49
31.4,2.5,36.1,52.4,17.61
18.5,9.6,43.4,55.3,28.24
31.7,7.4,35.5,46.8,24.61
29.3,3.4,39.0,78.5,17.57
29.4,7.1,38.7,72.8,22.03
18.7,7.0,73.1,79.8,22.86
21.6,8.4,69.2,61.2,26.83
26.3,2.6,69.3,83.5,18.47
25.5,5.7,99.1,52.5,24.66
18.4,10.1,55.8,51.5,26.88
23.7,2.3,60.2,72.6,19.76
34.4,8.4,69.1,40.4,31.26
23.2,5.4,69.3,41.7,26.32
28.8,8.8,70.0,58.8,31.96
29.6,4.9,83.8,77.4,27.48
28.6,11.0,98.1,87.9,34.02
22.9,5.0,30.1,52.9,16.56
27.7,10.5,78.1,46.4,32.47
30.0,3.7,82.8,61.6,24.84
24.5,11.8,99.7,64.1,37.66
22.8,5.6,77.6,85.0,24.58
22.7,7.0,35.2,82.8,17.64
33.6,10.4,60.8,59.6,31.92
29.0,2.8,82.7,86.7,20.9
30.8,3.5,35.6,42.7,18.13
27.7,5.4,35.4,69.2,21.62
28.7,5.9,93.6,57.0,26.24
22.7,10.1,36.8,67.1,26.81
33.2,4.2,38.2,88.5,18.84
26.5,10.1,70.4,40.7,30.61
31.7,9.4,52.5,67.5,32.64
26.8,10.2,99.7,64.4,33.53
20.0,10.4,54.2,48.2,30.89
19.9,9.4,46.4,79.7,27.33
25.9,3.8,65.8,55.5,23.41
25.3,6.8,72.9,82.5,27.11
33.5,9.8,97.4,55.7,31.42
20.2,4.3,31.3,53.7,16.55
29.7,10.1,32.6,53.9,26.99
33.6,8.8,31.0,59.9,24.13
25.0,9.9,46.1,54.2,27.65
33.0,3.1,58.7,60.3,19.68
20.5,7.5,79.5,41.9,29.22
19.8,9.4,63.7,72.9,30.62
22.0,7.5,60.7,54.7,26.07
26.9,2.9,75.9,84.2,22.38
29.0,11.5,96.7,44.7,34.57
31.1,8.3,80.8,61.6,31.09
31.0,7.1,39.7,54.0,27.16
19.9,5.5,32.6,58.9,18.75
32.9,4.5,35.7,89.6,20.15
19.9,7.1,51.1,70.0,22.9
33.3,2.6,62.4,89.1,19.61
34.3,11.4,83.7,68.2,39.21
27.9,3.7,33.7,56.3,18.54
29.8,5.2,76.9,66.2,24.68
24.3,10.3,62.2,75.1,33.41
27.4,11.6,50.3,49.4,32.6
32.1,7.2,93.3,87.7,29.11
20.7,9.4,62.4,66.8,31.26
26.5,11.4,35.6,42.2,28.84
25.0,2.6,89.5,54.4,22.79
32.7,2.0,83.7,54.7,20.33
20.2,10.0,91.0,78.6,36.97
33.2,6.9,61.9,72.2,29.02
22.3,9.1,52.0,77.0,28.12
28.3,5.9,47.7,46.6,16.06
24.5,3.3,46.8,85.8,22.87
33.9,2.6,68.4,60.5,19.73
21.4,11.0,74.7,56.3,33.44
26.5,10.3,49.9,61.1,29.59
21.9,10.1,93.2,81.6,31.72
31.6,4.3,42.9,66.2,21.86
22.6,11.7,36.3,59.8,30.05
34.2,10.8,81.3,56.3,32.56
33.7,7.0,43.9,85.4,24.56
26.1,11.6,51.2,54.2,30.99
18.2,9.3,54.0,87.9,28.18
34.4,2.2,57.7,63.8,18.69
29.7,11.7,83.1,65.3,36.54
26.4,7.6,54.7,45.1,25.66
28.3,2.7,35.7,56.0,12.37
19.9,5.6,69.9,54.3,23.43
20.7,6.1,79.1,69.3,26.5
28.9,10.4,36.4,59.8,29.49
18.8,2.3,46.9,40.6,18.55
29.9,8.5,98.1,44.5,30.98
33.6,11.0,95.8,52.4,34.66
30.1,8.6,86.4,77.6,33.61
27.5,5.9,89.6,88.7,25.91
31.5,6.6,40.2,50.1,21.12
30.7,11.3,34.1,89.3,31.78
28.0,2.7,43.0,51.0,15.08
21.3,6.5,66.8,73.1,28.32
18.1,7.9,60.8,57.9,27.59
25.8,3.2,77.5,61.2,19.85
22.1,8.0,97.2,43.1,27.98
21.9,2.9,33.8,40.2,12.13
26.6,11.8,45.5,60.7,31.83
24.4,4.8,95.6,42.9,26.38
26.6,6.9,33.1,50.8,24.87
22.6,11.9,53.1,66.4,34.48
28.4,4.7,76.7,66.2,26.97
28.6,6.8,79.9,52.9,31.83
21.6,8.8,55.3,73.0,30.87
27.6,11.2,40.8,59.1,32.92
25.6,6.3,47.6,56.7,23.95
34.5,5.0,97.4,68.8,27.1
30.3,6.2,32.5,42.2,19.67
21.1,6.1,99.0,57.7,28.67
33.0,7.6,89.1,75.2,29.3
26.1,3.6,32.8,57.9,13.86
32.4,2.6,89.8,41.0,17.43
32.1,2.0,46.9,81.4,17.43
18.3,4.8,49.8,50.9,18.3
22.0,5.2,88.7,55.0,25.1
33.5,11.7,68.9,61.4,32.53
31.1,4.2,83.9,58.3,19.88
20.3,7.4,38.8,43.2,26.23
21.6,10.7,71.5,83.0,33.94
28.5,9.4,98.6,46.7,36.76
22.7,2.6,82.9,72.6,22.17
21.5,5.7,79.9,79.6,22.47
34.7,8.7,75.5,78.1,33.98
25.8,2.1,80.8,82.7,17.65
26.8,11.5,59.2,63.2,36.62
29.1,4.3,72.2,43.4,20.32
19.3,6.9,35.9,56.1,20.23
24.7,2.7,54.8,64.6,19.25
33.4,3.5,97.5,86.9,22.16
34.0,5.4,44.4,55.6,26.21
26.4,3.1,77.6,79.9,16.81
33.2,4.4,39.7,67.0,22.78
26.5,6.9,71.2,76.7,26.33
34.8,7.7,65.1,69.7,29.23
31.4,10.3,36.7,43.6,27.14
32.1,4.5,36.2,43.0,20.87
21.2,9.8,57.0,70.5,31.14
18.1,11.8,60.8,53.5,34.85
26.6,11.3,74.3,88.7,31.96
34.7,3.3,80.4,47.6,26.44
34.4,6.3,40.3,46.7,27.11
28.4,8.6,45.8,81.9,28.46
21.1,2.7,83.3,51.7,19.11
18.2,6.0,46.8,44.4,21.3
26.4,11.1,64.9,76.5,34.34
23.1,10.6,73.7,45.6,29.96
23.7,2.5,56.4,55.6,16.16
32.2,9.7,48.1,66.4,28.25
19.5,9.7,97.2,66.5,30.32
19.5,2.7,80.6,58.7,19.98
25.5,8.5,32.2,80.4,28.04
25.0,9.6,95.6,43.1,32.27
19.1,4.0,58.8,47.8,19.26
27.3,9.3,43.5,86.7,29.44
25.3,10.6,42.4,57.2,30.11
34.9,7.4,99.1,44.5,31.89
19.1,3.8,69.2,88.2,20.76
20.0,11.4,41.9,50.5,31.46
20.7,6.5,56.9,81.7,25.11
23.5,9.6,87.1,88.6,29.67
29.3,10.1,83.1,84.3,31.97
34.4,8.7,43.7,58.5,26.93
33.4,3.5,49.0,57.2,22.45
25.5,11.2,52.0,74.2,30.08
19.2,10.4,73.0,50.9,29.53
29.0,7.9,32.7,75.0,28.01
25.1,7.5,90.3,68.8,31.01
18.4,5.3,79.3,75.3,27.39
31.9,11.2,81.6,56.8,31.27
27.0,7.4,72.0,54.9,27.34
25.4,7.4,30.4,57.2,22.81
30.3,8.2,77.0,52.0,24.89
32.6,5.9,75.1,87.3,30.35
33.8,5.3,81.7,66.7,26.24
23.6,9.7,98.0,61.8,28.75
21.1,9.6,31.4,85.1,29.52
23.6,7.9,62.0,48.8,31.5
34.6,8.7,66.6,61.1,28.85
19.7,8.0,31.8,45.0,25.3
34.2,6.6,52.8,63.9,26.65
28.5,10.2,68.4,77.0,37.59
18.2,3.5,30.4,73.2,21.38
32.6,9.9,48.1,42.4,27.17
29.6,4.4,35.0,53.4,22.99
20.5,3.0,93.5,62.5,19.79
23.8,11.4,68.5,85.1,35.27
32.8,8.1,82.7,55.4,30.27
30.4,8.2,80.5,78.1,27.28
23.4,11.1,73.5,67.4,33.17
31.5,4.2,76.5,75.3,21.18
22.3,7.1,98.2,40.7,28.2
27.3,12.0,40.5,60.7,30.4
33.9,5.8,96.0,80.9,28.73
25.4,11.1,43.1,76.1,33.43
27.5,8.9,47.2,71.4,27.27
31.2,8.4,43.5,58.5,26.13
21.5,3.4,54.4,68.2,19.92
25.6,9.7,38.3,40.2,26.11
33.6,2.8,40.3,54.0,16.72
29.1,3.7,97.5,41.3,26.18
29.9,10.1,54.8,66.9,30.9
34.4,6.9,85.9,54.3,29.48
28.0,7.1,42.9,73.6,26.02
32.8,7.4,76.1,89.2,33.76
34.9,3.9,57.9,77.0,19.98
29.5,4.4,31.2,87.5,18.24
29.6,11.0,61.4,78.0,34.66
21.1,7.3,68.2,88.1,25.5
25.9,7.4,83.7,71.6,27.86
30.5,3.7,73.7,52.8,25.32
23.8,10.0,49.0,56.9,28.2
20.0,9.4,46.7,40.5,25.33
18.4,4.0,77.1,74.8,17.39
29.4,7.2,53.9,65.1,24.69
18.6,10.9,81.9,54.9,35.64
26.3,3.0,58.8,72.5,21.01
33.0,8.1,75.3,60.9,29.45
32.0,8.2,85.3,85.0,31.16
30.2,2.7,34.8,58.7,18.61
32.6,9.0,65.9,41.7,29.08
30.7,2.8,48.4,51.4,22.52
18.3,4.6,90.2,61.7,25.56
26.0,11.2,51.6,49.7,32.08
18.2,9.2,84.1,66.4,28.79
27.4,5.6,95.8,74.3,26.3
22.0,5.8,46.1,75.3,25.74
25.5,2.1,41.9,42.5,14.97
21.5,2.4,98.8,83.4,23.86
31.9,10.8,76.6,81.9,35.5
21.1,3.1,42.2,87.4,18.56
23.5,9.7,51.8,59.1,30.76
18.3,2.9,58.7,62.5,16.63
23.3,7.7,84.6,45.8,28.85
18.4,4.0,62.7,54.2,22.87
25.6,11.5,87.8,67.4,36.6
18.5,11.7,82.7,54.6,35.53
24.6,5.6,40.7,78.4,21.98
28.3,10.2,64.0,49.7,25.57
33.5,4.9,68.6,70.3,28.0
27.4,9.5,71.2,47.5,33.69
26.8,3.8,86.3,61.2,28.2
18.8,8.4,36.7,86.3,24.56
24.4,11.6,80.3,51.3,37.53
24.7,3.8,59.6,89.8,18.72
23.5,3.6,91.2,41.3,26.58
33.1,6.5,86.1,58.9,27.6
24.7,11.6,32.5,71.5,29.09
21.6,6.4,68.1,40.6,29.4
31.3,4.1,87.1,75.4,23.63
31.8,2.3,31.7,61.2,18.62
23.9,5.6,83.1,72.2,24.61
32.0,9.4,99.3,85.6,34.4
30.0,4.9,35.8,61.5,17.29
19.9,6.5,72.4,73.4,26.24
24.3,3.9,31.7,80.3,20.19
32.5,9.1,86.8,43.3,30.84
24.3,6.4,65.3,40.9,24.27
32.7,2.9,51.8,49.2,20.13
25.6,5.3,47.7,45.4,23.01
27.6,9.2,99.2,68.6,34.58
24.6,8.7,85.2,67.0,37.05
28.4,9.6,40.9,88.8,28.7
26.9,11.1,37.4,45.6,30.13
32.3,7.2,89.2,40.9,30.82
34.4,3.4,56.4,45.6,19.18
22.9,6.9,32.8,43.4,21.16
20.6,2.0,66.8,72.3,17.63
23.6,7.4,70.3,40.5,27.91
30.1,11.2,60.8,47.9,33.92
21.6,11.8,83.3,63.9,35.46
23.5,11.7,34.9,52.8,33.59
33.9,4.2,66.1,50.1,23.49
30.8,8.8,99.9,64.3,28.98
34.2,5.0,46.9,58.6,20.54
19.5,5.0,44.4,82.5,19.46
26.3,6.0,84.9,44.5,28.62
33.4,8.6,69.2,41.9,31.29
25.5,3.4,67.3,88.8,18.26
29.7,7.8,97.0,43.1,29.71
20.9,10.5,80.7,62.9,30.78
22.2,8.4,72.2,76.6,32.33
25.2,7.1,33.0,66.9,20.12
23.3,5.0,87.3,41.9,25.71
28.9,3.8,33.0,87.3,19.08
32.0,3.6,91.8,68.9,25.76
24.1,6.2,61.9,45.3,26.33
31.0,8.9,77.9,57.4,31.96
22.8,6.3,65.7,60.5,25.05
24.9,8.6,97.3,52.9,32.67
18.6,11.8,38.6,41.0,31.05
20.5,11.5,42.7,78.7,34.17
19.9,5.2,67.8,46.2,26.48
27.8,6.4,36.2,63.6,21.64
28.7,3.2,77.4,69.2,22.54
18.9,5.6,45.3,44.7,22.11
27.5,10.0,96.8,57.8,33.5
30.8,10.4,68.4,67.5,30.77
26.6,2.5,38.8,71.2,15.53
25.8,7.4,78.1,43.4,25.8
28.8,9.0,94.0,41.1,33.32
24.5,8.3,57.1,42.1,29.75
28.3,8.9,46.6,69.0,24.44
33.7,11.8,34.7,61.1,29.68
32.5,3.1,37.1,71.6,17.22
30.5,9.2,40.6,55.7,29.37
32.9,10.4,85.5,55.7,36.5
23.1,10.1,30.7,77.4,26.54
30.8,8.0,39.6,42.1,26.31
23.0,9.4,68.9,65.0,32.21
26.8,3.5,81.9,61.7,19.54
26.3,8.3,65.1,49.4,26.53
18.8,6.0,49.7,56.2,24.77
27.7,9.2,69.2,86.2,29.33
26.6,10.3,34.3,46.3,30.42
26.8,7.0,54.0,60.4,21.49
18.5,2.3,69.9,77.8,17.92
24.4,5.7,89.1,42.6,21.85
25.2,7.3,35.5,51.0,20.49
30.5,2.7,56.6,73.3,14.04
30.5,2.9,41.9,86.7,16.98
24.5,4.3,83.6,77.2,22.9
24.9,10.6,71.6,64.2,35.47
30.1,8.3,32.3,47.2,23.62
25.1,9.3,97.1,63.0,34.12
28.3,9.7,53.7,82.8,28.51
22.5,8.5,75.5,78.1,31.39
18.9,8.0,78.9,73.3,25.56
29.8,7.4,32.6,72.1,20.8
29.4,9.6,84.1,45.3,29.82
19.4,8.0,91.0,69.2,29.65
18.4,7.0,95.5,55.6,28.03
18.0,9.6,57.2,72.4,28.4
20.2,4.6,52.8,67.6,15.94
21.6,2.3,37.5,85.1,13.6
32.6,10.9,74.3,84.9,34.14
25.4,11.7,83.9,85.7,30.77
29.1,8.8,65.2,55.9,28.11
34.5,9.9,58.2,76.7,31.46
25.5,2.4,76.4,49.4,17.87
31.6,3.5,58.0,80.7,19.75
24.6,10.7,48.3,71.2,29.43
30.6,6.2,96.4,64.8,30.67
22.5,2.3,57.8,65.3,17.0
33.1,3.9,91.1,80.2,23.61
18.9,7.7,52.4,53.4,21.58
25.7,7.2,86.7,80.7,27.47
34.8,4.3,74.2,56.6,24.77
20.4,11.7,91.0,65.7,35.61
19.7,9.5,49.3,60.5,29.54
23.6,9.1,72.9,45.9,31.38
20.3,8.0,38.2,49.8,22.38
29.5,9.7,76.3,88.6,34.63
28.4,3.2,83.3,55.6,16.85
26.9,11.1,96.5,57.1,33.52
34.5,10.0,47.0,48.4,29.46
23.4,11.4,38.0,87.1,29.86
25.5,3.0,37.3,65.8,18.48
25.9,2.0,48.0,70.9,14.72
30.0,9.9,98.2,54.1,36.34
21.9,11.9,74.6,43.1,37.06
30.8,9.4,53.0,81.9,32.63
21.2,11.3,38.5,84.1,32.41
34.6,6.4,86.8,64.6,28.36
34.2,4.2,67.6,85.5,20.21
24.8,11.0,86.9,85.9,33.34
33.0,2.0,55.7,86.1,21.87
24.7,7.8,52.2,44.8,25.33
27.2,8.9,47.2,61.7,31.01
30.7,2.5,95.1,52.6,24.91
30.9,11.1,47.1,44.5,28.8
33.1,11.2,91.8,69.8,41.13
25.9,11.6,81.6,70.9,35.51
28.1,10.2,49.2,62.4,29.95
27.7,6.6,51.7,77.5,23.66
26.6,7.4,66.2,46.7,21.0
29.8,9.7,78.8,40.9,30.79
22.4,7.1,80.9,47.0,30.06
19.1,8.1,42.2,87.9,25.46
26.8,10.5,41.5,57.1,29.05
25.3,3.1,98.7,65.7,21.21
27.0,11.1,93.4,83.7,36.9
28.4,4.5,87.6,72.9,22.35
24.2,2.2,75.1,44.2,15.72
23.2,2.2,76.1,62.1,17.04
29.5,10.9,55.9,76.5,31.22
24.8,9.2,47.2,63.2,27.3
32.2,10.7,75.2,45.0,34.51
31.0,7.3,37.4,46.3,26.94
33.3,7.7,40.3,41.0,23.74
19.6,3.4,64.1,58.9,18.58
20.7,11.5,45.9,56.3,31.09
28.3,5.8,44.2,61.7,21.05
30.0,7.4,74.9,79.7,26.14
21.6,5.3,54.4,40.6,22.32
18.4,4.3,34.6,62.2,14.43
32.6,7.2,51.6,85.9,29.18
31.2,7.1,55.6,66.1,24.97
33.7,11.8,74.5,47.9,39.06
22.9,7.5,82.7,60.9,28.0
26.7,9.9,71.6,61.7,31.63
30.4,10.0,73.8,55.6,35.05
28.6,8.5,68.0,45.9,32.55
18.2,4.7,46.5,54.1,17.53
26.7,10.6,38.8,52.0,28.33
34.7,7.8,98.3,44.9,32.35
21.9,11.1,74.5,56.2,34.4
25.8,2.5,82.7,56.9,20.05
31.7,2.7,46.3,42.0,18.52
22.5,9.8,45.8,83.4,24.91
24.9,3.2,95.8,87.0,25.14
29.7,5.9,43.0,55.8,21.19
25.6,4.2,44.5,52.1,21.54
34.2,6.9,30.5,89.1,22.72
32.5,3.8,90.4,75.9,26.73
22.9,10.8,73.5,49.9,33.03
18.0,11.4,56.8,70.8,31.76
27.1,7.8,44.7,46.8,26.29
32.5,4.0,90.6,70.2,20.42
33.5,9.0,73.8,75.3,31.54
20.1,9.5,56.4,49.4,28.79
33.2,5.5,91.5,74.7,26.54
26.5,5.6,32.3,50.6,20.47
34.6,6.3,30.7,85.7,24.31
31.6,2.5,73.9,89.4,24.67
20.8,6.0,31.8,59.4,20.13
27.0,4.7,32.1,79.4,17.96
33.0,4.7,45.0,64.9,19.54
31.8,3.4,39.3,72.4,17.74
34.5,6.5,90.8,74.6,30.85
32.2,6.2,66.0,88.5,25.9
34.8,3.7,59.8,56.0,18.37
26.9,4.8,92.3,81.4,26.75
28.1,2.6,74.2,82.0,21.68
19.2,5.3,91.2,61.5,20.95
24.7,4.3,53.6,55.6,16.33
23.4,7.2,46.6,67.5,22.63
33.6,4.4,91.9,72.8,28.59
23.6,6.6,36.8,66.0,20.26
33.1,10.2,32.5,71.2,34.78
22.1,8.8,58.9,59.7,28.2
27.9,6.4,58.8,46.9,21.67
27.1,2.9,99.4,74.6,20.08
19.7,2.1,64.6,79.5,16.38
23.4,9.1,68.5,70.0,30.98
34.8,4.2,49.0,72.8,21.66
28.1,10.7,84.5,66.1,34.67
32.1,2.8,40.2,59.6,16.74
30.2,7.5,71.9,67.2,25.62
33.3,6.8,48.1,71.3,26.36
23.9,9.7,89.1,72.5,31.92
21.8,10.9,53.5,51.9,32.16
19.2,5.4,34.3,42.5,15.52
32.3,2.4,73.3,74.8,17.84
26.9,3.8,61.8,62.1,22.99
30.2,3.4,74.4,85.0,21.6
19.1,2.9,76.5,54.1,17.35
32.4,4.8,63.7,47.6,22.77
27.9,7.8,83.2,69.6,31.04
20.0,6.2,61.5,56.8,20.62
26.5,10.6,85.1,53.0,31.32
28.2,6.7,30.9,60.2,24.8
23.8,4.9,57.0,54.4,19.6
30.1,11.4,31.2,49.5,36.07
27.9,2.2,92.6,59.1,17.87
32.3,8.5,61.7,69.8,28.11
32.7,3.6,63.4,59.9,22.78
19.1,7.0,64.3,81.4,26.52
29.0,11.2,70.4,68.9,33.26
30.3,3.9,98.3,42.4,26.02
20.4,5.1,50.4,89.8,20.25
33.0,5.5,47.6,61.9,20.38
32.6,11.5,34.0,88.0,31.24
20.4,8.4,46.4,77.6,23.12
33.0,4.6,58.3,83.6,22.65
29.0,9.4,62.7,68.9,28.01
31.4,3.8,84.7,78.3,23.01
31.6,3.7,73.1,49.4,18.86
20.8,4.5,96.2,57.2,24.26
19.1,11.4,90.9,75.5,32.58
28.8,4.3,81.2,65.8,22.98
23.7,8.7,86.7,58.0,31.81
22.4,7.1,91.4,58.6,27.67
20.2,3.4,33.8,75.1,15.77
32.6,9.0,88.8,48.7,32.66
27.7,5.7,32.4,70.0,20.45
32.2,10.9,51.3,86.7,31.34
27.5,2.2,34.6,78.2,12.69
18.8,5.6,40.5,77.8,21.43
21.7,5.8,36.4,62.2,18.39
31.9,8.2,42.8,86.1,29.87
21.3,7.8,31.0,89.4,21.94
33.5,9.0,79.3,82.3,34.01
23.4,11.7,83.4,73.3,33.95
25.2,10.9,35.7,78.5,29.66
29.3,4.7,73.5,63.9,23.02
31.6,5.2,97.6,65.6,22.63
31.0,5.3,67.8,42.9,19.83
31.9,10.3,41.3,68.3,30.62
26.7,2.0,50.5,84.3,19.72
23.5,2.9,84.9,88.3,19.8
21.7,2.9,77.6,57.1,20.78
34.3,3.7,50.8,51.6,20.6
27.8,7.5,37.2,52.1,24.38
34.5,3.5,91.8,86.2,27.37
26.4,10.0,32.5,62.3,27.34
24.4,10.1,95.8,56.1,32.09
28.4,5.5,82.6,77.2,29.77
34.9,4.1,98.5,87.1,25.79
32.7,3.4,34.3,86.0,16.69
25.0,7.4,91.4,70.4,29.6
18.7,6.9,39.6,77.3,22.08
24.9,2.1,90.8,84.1,20.86
30.9,5.1,44.4,87.6,22.26
18.0,7.0,59.2,86.4,27.6
32.2,3.5,46.9,66.4,17.97
22.4,4.8,37.6,87.8,19.78
24.2,9.4,36.2,88.8,27.98
33.7,5.8,63.6,78.9,26.02
24.4,3.7,53.7,68.1,22.13
26.1,10.0,92.2,80.4,35.41
25.5,8.4,82.8,78.7,31.63
24.2,8.3,41.7,60.5,27.03
19.4,2.8,75.9,81.5,20.01
25.2,6.1,53.7,51.9,21.88
26.4,4.4,72.9,44.0,21.34
21.7,8.0,35.6,64.2,26.08
32.0,2.6,82.3,70.0,18.1
26.4,8.8,80.4,52.1,30.31
22.1,7.9,88.3,64.2,29.37
19.7,5.8,44.2,42.0,16.01
27.8,6.1,58.3,89.0,21.81
26.1,6.6,98.9,48.6,28.42
30.2,4.3,78.6,70.1,21.16
34.8,6.5,70.7,88.7,27.1
21.4,6.2,49.8,66.3,23.15
30.5,9.1,50.7,55.1,25.72
25.3,6.6,94.1,51.5,23.84
24.7,7.5,72.2,85.5,26.0
22.9,6.8,72.1,45.2,25.28
24.1,8.5,72.1,77.2,27.3
20.0,5.1,97.2,82.5,28.9
25.7,2.7,68.8,65.3,18.19
28.0,4.4,44.7,51.4,19.48
22.8,9.2,72.0,82.2,31.03
25.7,4.5,64.6,60.9,22.71
26.0,9.8,71.8,46.5,28.41
29.2,5.3,95.7,74.7,25.74
27.9,3.0,85.8,46.0,18.12
34.0,4.1,75.6,75.2,22.67
26.9,9.1,75.2,89.7,28.47
28.3,10.3,99.2,59.9,34.19
27.0,11.1,69.5,43.1,34.19
23.9,6.4,32.3,57.0,25.47
20.8,8.8,42.1,55.8,25.09
18.3,6.5,33.0,58.7,21.9
21.8,8.1,96.4,43.6,34.73
27.5,7.4,70.0,58.9,28.52
18.5,7.9,61.8,54.3,20.63
23.4,2.8,91.6,48.7,21.02
18.7,2.3,41.1,86.0,15.68
29.7,6.0,85.2,70.2,26.26
26.7,8.2,58.9,72.1,27.1
33.2,4.6,64.2,58.7,25.82
28.7,4.8,45.7,81.6,22.03
30.0,10.7,50.3,83.0,31.76
33.0,11.8,66.3,71.0,34.71
33.2,11.4,58.4,71.2,35.45
24.3,6.7,62.5,78.1,26.39
27.9,8.6,98.0,58.7,28.39
24.9,10.3,56.0,65.6,29.4
27.6,9.5,57.2,52.6,30.56
34.0,8.1,38.1,61.5,28.77
34.9,2.9,93.7,77.4,18.71
26.0,2.9,63.6,71.7,20.86
19.1,2.2,87.5,53.6,19.31
34.3,7.0,72.0,74.6,28.92
20.0,9.6,31.3,64.5,28.4
18.4,10.3,71.4,59.1,29.14
29.9,7.4,77.1,79.8,29.68
32.4,4.0,81.7,55.2,24.8
28.5,7.0,58.7,66.0,22.1
28.1,8.0,50.7,53.3,26.36
23.6,6.3,94.0,61.9,26.02
28.6,10.7,94.2,72.0,33.13
32.0,7.8,32.4,61.8,29.24
23.6,9.1,87.0,50.7,31.18
25.8,10.1,69.6,58.2,32.44
28.9,5.2,48.6,80.1,20.85
31.3,7.6,77.9,43.7,30.14
28.8,8.8,62.1,63.3,28.82
20.7,11.4,87.2,57.1,34.48
27.0,7.6,70.1,58.1,25.61
25.4,10.8,44.6,50.7,30.91
29.0,8.3,74.6,73.4,32.21
